% date = 2008-04-15 12:18:55.777518
%% 
@RELATION ts

@ATTRIBUTE distance_in_kpc_to_nearest_galaxy NUMERIC
@ATTRIBUTE beyond1std NUMERIC
@ATTRIBUTE ratio21 NUMERIC
@ATTRIBUTE chi2 NUMERIC
@ATTRIBUTE std NUMERIC
@ATTRIBUTE ecpb NUMERIC
@ATTRIBUTE old_dc NUMERIC
@ATTRIBUTE skew NUMERIC
@ATTRIBUTE third NUMERIC
@ATTRIBUTE example NUMERIC
@ATTRIBUTE max_slope NUMERIC
@ATTRIBUTE n_points NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE ratio32 NUMERIC
@ATTRIBUTE ratio31 NUMERIC
@ATTRIBUTE weighted_average NUMERIC
@ATTRIBUTE first_freq NUMERIC
@ATTRIBUTE galb NUMERIC
@ATTRIBUTE gall NUMERIC
@ATTRIBUTE chi2_per_deg NUMERIC
@ATTRIBUTE distance_in_arcmin_to_nearest_galaxy NUMERIC
@ATTRIBUTE ecpl NUMERIC
@ATTRIBUTE wei_av_uncertainty NUMERIC
@ATTRIBUTE second NUMERIC
@ATTRIBUTE ratioRUfirst NUMERIC
@ATTRIBUTE dc NUMERIC
@ATTRIBUTE class {'GCVS:Pulsating:CEP:CEP(B)','GCVS:Pulsating:CEP','GCVS:Pulsating:RR:RRC','GCVS:Pulsating:RR:RRAB','GCVS:Pulsating:RR:RR(B)'}

@data
1000.0,0.0,0.0,13831880.4576,0.0919829058617,-61.9324820317,17.2505906433,-0.678060311395,0.0,170.84738793,71.0,171.0,17.266,0.0,0.0,17.2391152339,0.0950332237736,-42.8653263184,307.545996575,81364.0026915,100.0,306.307577509,7.9645101428,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,0.0,0.0,6686542.41083,0.110531136372,-61.6224538023,18.9483405573,-0.0295756572921,0.0,323.056954342,73.0,323.0,18.945,0.0,0.0,18.9272893415,0.0127647569759,-43.4200958071,307.748366318,20765.6596609,100.0,307.329327692,0.613306167959,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,2.0,0.0,3205850.44447,0.149080964744,-61.5595895963,19.2170671642,-0.0719913684743,0.0,267.92425543,57.0,268.0,19.2225,0.0,0.0,19.1869108938,0.0555695614157,-43.533944513,307.787877435,12006.9305036,100.0,307.537740331,0.420432869274,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,14914215.9878,0.122609383317,-61.5029904922,17.3056629213,-0.272328640672,0.0,177.755157391,76.0,178.0,17.3295,0.0,0.0,17.2880039133,0.0603953918283,-43.6376624648,307.822618561,84261.107276,100.0,307.727560518,7.53903334514,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,0.0,0.0,14728386.8167,0.135196485631,-61.6090691249,17.2726277778,-0.425948558321,0.0,179.68923566,75.0,180.0,17.3025,0.0,0.0,17.2543087601,0.0219580948313,-43.4516226689,307.75350484,82281.490596,100.0,307.389884084,7.42445615859,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,2.0,0.0,3274200.09669,0.14709751696,-61.4985076058,19.3117454545,-0.0201649803238,0.0,274.797164442,82.0,275.0,19.326,0.0,0.0,19.2774325673,0.0224617968269,-43.6497610328,307.823565382,11949.6353894,100.0,307.751155466,0.383411031579,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,3.0,0.0,3452465.09101,0.141245091431,-61.4976476756,19.3950064935,-0.250625741405,0.0,308.095414926,119.0,308.0,19.389,0.0,0.0,19.3659248385,0.0250875744526,-43.6560671779,307.821904524,11245.8146287,100.0,307.764487236,0.320521860873,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,11332918.4809,0.110693208963,-61.4918825255,17.438241573,-0.453570199235,0.0,177.793453046,75.0,178.0,17.4585,0.0,0.0,17.4206206903,0.0401863236499,-43.6645435741,307.826387744,64027.7880275,100.0,307.779174645,5.48450080074,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,0.0,0.0,13846127.2493,0.120365194347,-61.7678781967,17.3104101124,-0.589326618843,0.0,177.501757014,77.0,178.0,17.359,0.0,0.0,17.2898844877,0.00168806987583,-43.1782510551,307.64626004,78226.7076231,100.0,306.892696301,6.98631381124,0.0,0.0,9.99999335625,'GCVS:Pulsating:CEP:CEP(B)'
1000.0,0.0,0.0,5529705.15254,0.112128413783,-61.625920302,19.0954806452,-0.0281865950493,0.0,309.902311337,95.0,310.0,19.1015,0.0,0.0,19.0700117317,0.0158597278078,-43.4324887961,307.737739297,17895.4859305,100.0,307.35916921,0.537255441323,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,0.0,0.0,5792355.08227,0.102749984934,-61.8755564603,19.0842564935,0.0341630135331,0.0,308.028350583,69.0,308.0,19.0825,0.0,0.0,19.0662711786,0.00350269010158,-42.9894278384,307.57408829,18867.6061312,100.0,306.545771533,0.570549924545,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
1000.0,8.0,0.0,1704664.68062,0.145552177018,-61.6505989267,19.3532105263,-0.0400707774658,0.0,209.002273549,78.0,209.0,19.353,0.0,0.0,19.3198045113,0.0382357964565,-43.3937364621,307.719492782,8195.50327223,100.0,307.290361298,0.285845938186,0.0,0.0,9.99999335625,'GCVS:Pulsating:RR:RR(B)'
